text,label
Hugs and Kisses Rose Bouquet $44.99 Discount -$6.75 Delivery $13.99 Tax $3.46 Item Total $55.69,1
sweatshirts,0
This is a popular choice,1
Buy Tablets,0
Hurry Up ! Just 2 Items Left in stock,1
Upcoming Events,0
Hurry! Only 1 left in size M!!,1
Search Search,0
Floral Cross Stitch & Embroidery Kits,0
"No thanks, I d rather pay more",1
117 people have viewed this item in the last 7 days.,1
Footwear Accessories,0
Click now and we'll add a surprise gift,1
Your first payment will be due on the day of your purchase.*,0
Only one left in stock - order soon!,1
Canvas Wall Art,0
Get 5% cashback on your first purchase,0
"No thanks, I don't like free stuff",1
Mechanic's Wear,0
"No, I'd rather do it the hard way...",1
Add products worth $50 to earn free shipping!,1
Base Layer & Thermals,0
Harry Potter,0
143 BOUGHT,1
Get full access by signing up for free,1
45 ADDED TO BAG IN THE PAST 24 HOURS,1
Graduations,0
Sprouting,0
"No Thanks, I rather pay full price",1
Only a few more left!,1
"Order now, only 2 left in stock!",1
104 people viewed this product recently!,1
"Location: Kansas City, MO",0
View All Mattress Accessories,0
Signup for email updates from Car and Truck Remotes!,0
"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",1
New In Special Occasion,0
Special discount just for today,1
activate within 10:00,1
01 Hours 37 Minutes 48 Seconds 1/10s,1
WANNA COLLAB?,0
C.P. Company,0
"No thanks, I like paying full price",1
only 2 left in stock,1
/ Watches,0
Items in your cart are in high demand.,1
Switchers,0
Combination,0
Items in cart may be sold out soon. Check out now.,1
Color Yellow Smoke Blue Pink Orange,0
Elegant A Line Chiffon V-neck Long Sleeve Bridesmaid Dress with Pleats and Ruching,0
Limited time - Free Shipping on all orders*,1
Savings increase with purchase quantity.,0
"Only 3 left, order soon",1
How Do Our Crystals Looks in Real Life?,0
Only 1 left.,1
Americas,0
"Another babe in Alexandria, United States just ordered Flat Tummy Tea",1
Home + Tech Almost Gone,0
Latest collection at much lower prices,0
Partnerships,0
Sorry! This product is no longer available,0
Only 1 piece left.,1
3 other people are currently viewing this item.,1
Final few left,1
Accessibly App features,0
HURRY! ONLY 1 IN STOCK!,1
Mountboard,0
Hurry! This popular product won t stay for long,1
Extra Soft Cleansing Wipes,0
Complete this purchase to get reward points,1
Travel Accessories,0
"Rick in Columbia, United States purchased a",1
1044 sold in past 12 months,1
OFFER ENDS 00:54:59,1
Limited Time Remaining!,1
This is how you can reject or delete your cookies,0
Price Guaranteed For DAYS/HRS/MINS/SECS,1
My Account,0
Free delivery on your first order,1
Only 1.75 yards left in stock!,1
$132.90 $99.00,1
Crystal Shivlingas,0
Most users who bought this also bought this,1
Exotic Bird Food,0
"Celebrate your special day with us, Happy Birthday!",0
Brand Directory,0
Best-Selling Products,0
"Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago",1
Don't Know Pincode?,0
read you will want to read -- Five Book Group Favourites * Sunday Post *,0
Bob's Outreach,0
ONLY 1 ITEM LEFT!,1
DressesFootwearHatsHoodies & SweatshirtsJerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -,0
Interactive Tent Finder,0
AdjustableSnapbacksSale Items- View All -,0
A delay in invoice payment could result in account deactivation,1
Your order is prioritized for 13:22 minutes!,1
Rated 4.5 by 1000 customers,0
Apple iPhone X,0
Stone Cold Steve Austin,0
Chargers,0
Less than 10 left in stock,1
Coloured Pencils,0
0 Days 2 Hours 57 Minutes 53 Seconds,1
Only 32 left in stock,1
ONLY 3 LEFT IN STOCK.,1
5 left,1
Long and Tall,0
YOUR CART IS ELIGIBLE FOR AN ADDITIONAL 10% OFF Including Current Promotions + Sale & Clearance 00 hours :29 minutes :26 seconds CHECK OUT NOW,1
Surgical & Face Masks,0
Only 82 left in stock!,1
Call It Spring,0
